seq known correct t5 t3 mut add mapped amb
hsa-mir-3618_hsa-miR-3618_52:71_0:-2_mut:null_add:null hsa-miR-3618 False True False False False hsa-miR-3618 1
hsa-mir-4709_hsa-miR-4709-5p_9:30_0:0_mut:null_add:null hsa-miR-4709-5p False False False False False hsa-miR-4709-5p 1
hsa-mir-548ap_hsa-miR-548ap-5p_23:38_2:-1_mut:null_add:null hsa-miR-548ap-5p True True False False False hsa-miR-548j-5p 2
hsa-mir-6801_hsa-miR-6801-5p_7:27_1:-1_mut:18T_add:null hsa-miR-6801-5p True True True False False hsa-miR-6801-5p 1
hsa-mir-5680_hsa-miR-5680_51:71_-1:-2_mut:null_add:TAT hsa-miR-5680 True True False True False hsa-miR-5680 1
hsa-mir-378c_hsa-miR-378c_9:34_-2:-1_mut:null_add:null hsa-miR-378c True True False False False hsa-miR-378c 1
hsa-mir-1204_hsa-miR-1204_4:24_0:0_mut:null_add:T hsa-miR-1204 False False False True False hsa-miR-1204 1
hsa-mir-431_hsa-miR-431-5p_23:39_3:-1_mut:null_add:A hsa-miR-431-5p True True False True False hsa-miR-431-5p 1
hsa-mir-876_hsa-miR-876-5p_9:31_-2:-1_mut:null_add:null hsa-miR-876-5p True True False False False hsa-miR-876-5p 1
hsa-mir-29b-1_hsa-miR-29b-1-5p_8:32_-2:-1_mut:null_add:A hsa-miR-29b-1-5p True True False True False hsa-miR-29b-1-5p 1
hsa-mir-6837_hsa-miR-6837-5p_7:25_1:-1_mut:null_add:AA hsa-miR-6837-5p True True False True False hsa-miR-6837-5p 1
hsa-mir-6079_hsa-miR-6079_36:58_0:-1_mut:null_add:null hsa-miR-6079 False True False False False hsa-miR-6079 1
hsa-mir-194-1_hsa-miR-194-5p_17:35_2:-1_mut:null_add:null hsa-miR-194-5p True True False False False hsa-miR-194-5p 2
hsa-mir-214_hsa-miR-214-5p_34:50_4:-1_mut:null_add:A hsa-miR-214-5p True True False True False hsa-miR-3120-3p 2
hsa-mir-4315-1_hsa-miR-4315_10:27_-1:-1_mut:null_add:A hsa-miR-4315 True True False True False hsa-miR-4315 2
hsa-mir-3116-2_hsa-miR-3116_43:62_1:-1_mut:19C_add:ATT hsa-miR-3116 True True True True False hsa-miR-3116 2
hsa-mir-8069-2_hsa-miR-8069_52:75_-2:-1_mut:null_add:null hsa-miR-8069 True True False False False hsa-miR-8069 1
hsa-mir-4782_hsa-miR-4782-5p_11:30_1:-1_mut:null_add:T hsa-miR-4782-5p True True False True False hsa-miR-4782-5p 1
hsa-mir-556_hsa-miR-556-5p_18:35_2:-2_mut:null_add:null hsa-miR-556-5p True True False False False hsa-miR-556-5p 1
hsa-mir-340_hsa-miR-340-5p_18:36_2:-1_mut:null_add:ATA hsa-miR-340-5p True True False True False hsa-miR-340-5p 1
hsa-mir-548j_hsa-miR-548j-5p_32:49_3:-1_mut:null_add:null hsa-miR-548j-5p True True False False False hsa-miR-548j-5p 1
hsa-mir-548a-3_hsa-miR-548a-5p_27:45_2:-1_mut:null_add:null hsa-miR-548a-5p True True False False False hsa-miR-548a-5p 1
hsa-mir-127_hsa-miR-127-5p_23:43_0:-1_mut:null_add:null hsa-miR-127-5p False True False False False hsa-miR-127-5p 1
hsa-mir-5692a-1_hsa-miR-5692a_7:28_-1:-1_mut:null_add:null hsa-miR-5692a True True False False False hsa-miR-5692a 2
hsa-mir-135b_hsa-miR-135b-5p_14:38_-2:0_mut:null_add:AAT hsa-miR-135b-5p True False False True False hsa-miR-135b-5p 1
hsa-mir-599_hsa-miR-599_61:79_0:-1_mut:null_add:null hsa-miR-599 False True False False False hsa-miR-599 1
hsa-mir-1302-8_hsa-miR-1302_64:85_-2:-1_mut:null_add:null hsa-miR-1302 True True False False False hsa-miR-1302 4
hsa-mir-4535_hsa-miR-4535_38:52_1:-1_mut:null_add:null hsa-miR-4535 True True False False False hsa-miR-4535 1
hsa-mir-381_hsa-miR-381-5p_9:28_1:-1_mut:20T_add:TAA hsa-miR-381-5p True True True True False hsa-miR-381-5p 1
hsa-mir-3134_hsa-miR-3134_46:66_1:-1_mut:null_add:null hsa-miR-3134 True True False False False hsa-miR-3134 1
hsa-mir-8062_hsa-miR-8062_11:30_0:-1_mut:null_add:null hsa-miR-8062 False True False False False hsa-miR-8062 1
hsa-mir-607_hsa-miR-607_60:80_-1:-1_mut:null_add:AA hsa-miR-607 True True False True False hsa-miR-607 1
hsa-mir-217_hsa-miR-217_33:56_-2:-1_mut:null_add:null hsa-miR-217 True True False False False hsa-miR-217 1
hsa-mir-6838_hsa-miR-6838-5p_5:26_-1:-1_mut:null_add:null hsa-miR-6838-5p True True False False False hsa-miR-6838-5p 1
hsa-mir-8073_hsa-miR-8073_14:31_3:-1_mut:null_add:AAA hsa-miR-8073 True True False True False hsa-miR-8073 1
hsa-mir-3914-1_hsa-miR-3914_62:83_-1:-1_mut:null_add:null hsa-miR-3914 True True False False False hsa-miR-3914 2
hsa-mir-3180-5_hsa-miR-3180_34:53_-2:-1_mut:null_add:TAA hsa-miR-3180 True True False True False hsa-miR-3180-3p 5
hsa-mir-6846_hsa-miR-6846-5p_7:26_1:-1_mut:null_add:null hsa-miR-6846-5p True True False False False hsa-miR-6846-5p 1
hsa-mir-3143_hsa-miR-3143_2:27_-2:-1_mut:null_add:null hsa-miR-3143 True True False False False hsa-miR-3143 1
hsa-mir-487b_hsa-miR-487b-5p_14:34_-1:-2_mut:null_add:null hsa-miR-487b-5p True True False False False hsa-miR-487b-5p 1
hsa-mir-21_hsa-miR-21-5p_6:28_-2:-1_mut:null_add:null hsa-miR-21-5p True True False False False hsa-miR-21-5p 1
hsa-mir-4723_hsa-miR-4723-5p_6:28_-1:-2_mut:null_add:null hsa-miR-4723-5p True True False False False hsa-miR-4723-5p 1
hsa-mir-200b_hsa-miR-200b-5p_24:41_3:-1_mut:null_add:null hsa-miR-200b-5p True True False False False hsa-miR-200b-5p 1
hsa-mir-6717_hsa-miR-6717-5p_11:32_0:0_mut:null_add:TT hsa-miR-6717-5p False False False True False hsa-miR-6717-5p 1
hsa-mir-4476_hsa-miR-4476_46:66_1:0_mut:null_add:null hsa-miR-4476 True False False False False hsa-miR-4476 1
hsa-mir-3690-1_hsa-miR-3690_13:32_3:0_mut:null_add:null hsa-miR-3690 True False False False False hsa-miR-3690 2
hsa-mir-3146_hsa-miR-3146_50:70_0:-1_mut:null_add:null hsa-miR-3146 False True False False False hsa-miR-3146 1
hsa-mir-190b_hsa-miR-190b_9:30_-2:-1_mut:null_add:T hsa-miR-190b True True False True False hsa-miR-190b 1
hsa-mir-4639_hsa-miR-4639-5p_4:21_3:-1_mut:null_add:null hsa-miR-4639-5p True True False False False hsa-miR-4639-5p 1
hsa-mir-3651_hsa-miR-3651_66:86_2:-1_mut:null_add:null hsa-miR-3651 True True False False False hsa-miR-3651 1
hsa-mir-6733_hsa-miR-6733-5p_4:27_-2:0_mut:22A_add:null hsa-miR-6733-5p True False True False False hsa-miR-6733-5p 1
hsa-mir-4268_hsa-miR-4268_32:53_-2:-1_mut:null_add:null hsa-miR-4268 True True False False False hsa-miR-4268 1
hsa-mir-4773-1_hsa-miR-4773_52:69_4:0_mut:null_add:TAA hsa-miR-4773 True False False True False hsa-miR-4773 2
hsa-mir-6734_hsa-miR-6734-5p_7:27_1:-1_mut:2C_add:null hsa-miR-6734-5p True True True False False hsa-miR-6734-5p 1
hsa-mir-4732_hsa-miR-4732-5p_10:29_1:-2_mut:null_add:TAA hsa-miR-4732-5p True True False True False hsa-miR-4732-5p 1
hsa-mir-3529_hsa-miR-3529-5p_10:30_0:-1_mut:null_add:null hsa-miR-3529-5p False True False False False hsa-miR-3529-5p 2
hsa-mir-223_hsa-miR-223-5p_27:46_1:-1_mut:null_add:null hsa-miR-223-5p True True False False False hsa-miR-223-5p 1
hsa-mir-214_hsa-miR-214-5p_29:50_-1:-1_mut:null_add:null hsa-miR-214-5p True True False False False hsa-miR-3120-3p 2
hsa-mir-6070_hsa-miR-6070_17:37_-2:0_mut:null_add:TA hsa-miR-6070 True False False True False hsa-miR-6070 1
hsa-mir-7973-1_hsa-miR-7973_1:19_0:-1_mut:null_add:null hsa-miR-7973 False True False False False hsa-miR-7973 2
hsa-mir-5092_hsa-miR-5092_55:77_-2:-1_mut:null_add:AAT hsa-miR-5092 True True False True False hsa-miR-5092 1
hsa-mir-3135a_hsa-miR-3135a_10:30_0:-1_mut:null_add:TA hsa-miR-3135a False True False True False hsa-miR-3135a 1
hsa-mir-23c_hsa-miR-23c_65:87_-1:0_mut:null_add:null hsa-miR-23c True False False False False hsa-miR-23c 1
hsa-mir-8069-1_hsa-miR-8069_52:75_-2:-1_mut:null_add:T hsa-miR-8069 True True False True False hsa-miR-8069 1
hsa-mir-1261_hsa-miR-1261_9:21_4:-2_mut:null_add:T hsa-miR-1261 True True False True False hsa-miR-1261 1
hsa-mir-3668_hsa-miR-3668_7:28_-2:-1_mut:null_add:null hsa-miR-3668 True True False False False hsa-miR-3668 1
hsa-mir-4750_hsa-miR-4750-5p_3:23_0:-1_mut:null_add:null hsa-miR-4750-5p False True False False False hsa-miR-4750-5p 1
hsa-mir-380_hsa-miR-380-5p_5:24_0:-2_mut:null_add:A hsa-miR-380-5p False True False True False hsa-miR-380-5p 1
hsa-mir-5705_hsa-miR-5705_56:77_-1:-2_mut:null_add:null hsa-miR-5705 True True False False False hsa-miR-5705 1
hsa-mir-8058_hsa-miR-8058_56:78_-2:-1_mut:null_add:AAT hsa-miR-8058 True True False True False hsa-miR-8058 1
hsa-mir-3189_hsa-miR-3189-5p_10:32_1:-1_mut:null_add:null hsa-miR-3189-5p True True False False False hsa-miR-3189-5p 1
hsa-mir-6866_hsa-miR-6866-5p_8:28_2:0_mut:null_add:null hsa-miR-6866-5p True False False False False hsa-miR-6866-5p 1
hsa-mir-6890_hsa-miR-6890-5p_4:25_-2:-1_mut:null_add:A hsa-miR-6890-5p True True False True False hsa-miR-6890-5p 1
hsa-mir-1255a_hsa-miR-1255a_28:49_0:-1_mut:null_add:null hsa-miR-1255a False True False False False hsa-miR-1255a 1
hsa-mir-2276_hsa-miR-2276-5p_19:37_3:0_mut:null_add:null hsa-miR-2276-5p True False False False False hsa-miR-2276-5p 1
hsa-mir-6716_hsa-miR-6716-5p_16:35_0:0_mut:null_add:null hsa-miR-6716-5p False False False False False hsa-miR-6716-5p 1
hsa-mir-548h-1_hsa-miR-548h-5p_22:42_1:0_mut:null_add:null hsa-miR-548h-5p True False False False False hsa-miR-548h-5p 5
hsa-mir-1909_hsa-miR-1909-5p_15:35_-1:-1_mut:null_add:AT hsa-miR-1909-5p True True False True False hsa-miR-1909-5p 1
hsa-mir-569_hsa-miR-569_65:80_4:-1_mut:null_add:null hsa-miR-569 True True False False False hsa-miR-569 1
hsa-mir-6827_hsa-miR-6827-5p_5:26_-1:-1_mut:null_add:null hsa-miR-6827-5p True True False False False hsa-miR-6827-5p 1
hsa-mir-1273c_hsa-miR-1273c_11:31_1:0_mut:null_add:AT hsa-miR-1273c True False False True False hsa-miR-1273c 1
hsa-mir-561_hsa-miR-561-5p_26:46_0:-1_mut:null_add:null hsa-miR-561-5p False True False False False hsa-miR-561-5p 1
hsa-mir-4298_hsa-miR-4298_14:31_3:-1_mut:null_add:T hsa-miR-4298 True True False True False hsa-miR-4298 1
hsa-mir-3197_hsa-miR-3197_11:29_3:-1_mut:null_add:null hsa-miR-3197 True True False False False hsa-miR-3197 1
hsa-mir-3907_hsa-miR-3907_93:113_0:-1_mut:null_add:null hsa-miR-3907 False True False False False hsa-miR-3907 1
hsa-mir-711_hsa-miR-711_41:63_-2:-1_mut:null_add:null hsa-miR-711 True True False False False hsa-miR-711 1
hsa-mir-4484_hsa-miR-4484_67:82_3:-1_mut:null_add:ATT hsa-miR-4484 True True False True False hsa-miR-4484 1
hsa-mir-1539_hsa-miR-1539_34:49_4:-1_mut:null_add:null hsa-miR-1539 True True False False False hsa-miR-1539 1
hsa-mir-3157_hsa-miR-3157-5p_9:29_-1:-2_mut:null_add:null hsa-miR-3157-5p True True False False False hsa-miR-3157-5p 1
hsa-let-7b_hsa-let-7b-5p_6:25_0:-2_mut:null_add:null hsa-let-7b-5p False True False False False hsa-let-7b-5p 1
hsa-mir-137_hsa-miR-137_59:80_0:-1_mut:null_add:null hsa-miR-137 False True False False False hsa-miR-137 1
hsa-mir-1292_hsa-miR-1292-5p_3:26_0:-1_mut:null_add:null hsa-miR-1292-5p False True False False False hsa-miR-1292-5p 1
hsa-mir-663a_hsa-miR-663a_15:35_0:-1_mut:null_add:TAA hsa-miR-663a False True False True False hsa-miR-663a 1
hsa-mir-564_hsa-miR-564_16:33_0:-1_mut:null_add:A hsa-miR-564 False True False True False hsa-miR-564 1
hsa-mir-1298_hsa-miR-1298-5p_20:37_2:-2_mut:null_add:null hsa-miR-1298-5p True True False False False hsa-miR-1298-5p 1
hsa-mir-658_hsa-miR-658_62:84_1:-1_mut:null_add:ATA hsa-miR-658 True True False True False hsa-miR-658 1
hsa-mir-612_hsa-miR-612_16:40_0:0_mut:null_add:null hsa-miR-612 False False False False False hsa-miR-612 1
hsa-mir-1299_hsa-miR-1299_66:82_4:-1_mut:null_add:null hsa-miR-1299 True True False False False hsa-miR-1299 1
hsa-mir-2113_hsa-miR-2113_59:75_3:-1_mut:null_add:ATA hsa-miR-2113 True True False True False hsa-miR-2113 1
hsa-mir-3618_hsa-miR-3618_50:72_-2:-1_mut:null_add:null hsa-miR-3618 True True False False False hsa-miR-3618 1
hsa-mir-1181_hsa-miR-1181_17:33_3:-1_mut:null_add:null hsa-miR-1181 True True False False False hsa-miR-1181 1
hsa-mir-1294_hsa-miR-1294_47:68_-1:-1_mut:null_add:null hsa-miR-1294 True True False False False hsa-miR-1294 1
hsa-mir-6797_hsa-miR-6797-5p_6:30_0:0_mut:21T_add:null hsa-miR-6797-5p False False True False False hsa-miR-6797-5p 1
hsa-mir-550b-1_hsa-miR-550b-2-5p_18:36_2:-1_mut:null_add:null hsa-miR-550b-2-5p True True False False False hsa-miR-550b-2-5p 5
hsa-mir-7974_hsa-miR-7974_56:77_0:-2_mut:null_add:AAA hsa-miR-7974 False True False True False hsa-miR-7974 1
hsa-mir-548h-5_hsa-miR-548h-5p_4:23_1:-1_mut:null_add:A hsa-miR-548h-5p True True False True False hsa-miR-548h-5p 5
hsa-mir-4679-1_hsa-miR-4679_12:29_3:-1_mut:null_add:null hsa-miR-4679 True True False False False hsa-miR-4679 2
hsa-mir-362_hsa-miR-362-5p_5:27_0:-1_mut:null_add:null hsa-miR-362-5p False True False False False hsa-miR-362-5p 1
hsa-mir-8076_hsa-miR-8076_49:71_-1:-2_mut:null_add:null hsa-miR-8076 True True False False False hsa-miR-8076 1
hsa-mir-135a-2_hsa-miR-135a-5p_25:44_2:-1_mut:null_add:T hsa-miR-135a-5p True True False True False hsa-miR-135a-5p 2
hsa-mir-6129_hsa-miR-6129_20:38_-1:-1_mut:null_add:AA hsa-miR-6129 True True False True False hsa-miR-6129 1
hsa-let-7i_hsa-let-7i-5p_8:25_2:-2_mut:null_add:AT hsa-let-7i-5p True True False True False hsa-let-7i-5p 1
hsa-mir-135a-1_hsa-miR-135a-5p_20:38_3:-1_mut:null_add:TTA hsa-miR-135a-5p True True False True False hsa-miR-135a-5p 2
hsa-mir-3184_hsa-miR-3184-5p_10:33_0:0_mut:null_add:null hsa-miR-3184-5p False False False False False hsa-miR-3184-5p 2
hsa-mir-34a_hsa-miR-34a-5p_25:42_3:-1_mut:null_add:null hsa-miR-34a-5p True True False False False hsa-miR-34a-5p 1
hsa-mir-3938_hsa-miR-3938_63:79_4:-1_mut:null_add:AT hsa-miR-3938 True True False True False hsa-miR-3938 1
hsa-mir-3916_hsa-miR-3916_24:44_4:-1_mut:null_add:TT hsa-miR-3916 True True False True False hsa-miR-3916 1
hsa-mir-4293_hsa-miR-4293_51:67_-1:-1_mut:null_add:TTA hsa-miR-4293 True True False True False hsa-miR-4293 1
hsa-mir-431_hsa-miR-431-5p_23:39_3:-1_mut:3G_add:A hsa-miR-431-5p True True True True False hsa-miR-431-5p 1
hsa-mir-1264_hsa-miR-1264_46:63_4:-1_mut:null_add:AA hsa-miR-1264 True True False True False hsa-miR-1264 1
hsa-mir-4442_hsa-miR-4442_47:64_-2:-1_mut:null_add:AT hsa-miR-4442 True True False True False hsa-miR-4442 1
hsa-mir-153-2_hsa-miR-153-5p_15:34_0:-2_mut:null_add:null hsa-miR-153-5p False True False False False hsa-miR-153-5p 1
hsa-mir-8075_hsa-miR-8075_51:69_4:-1_mut:2C_add:null hsa-miR-8075 True True True False False hsa-miR-8075 1
hsa-mir-6764_hsa-miR-6764-5p_10:27_4:0_mut:null_add:null hsa-miR-6764-5p True False False False False hsa-miR-6764-5p 1
hsa-mir-5189_hsa-miR-5189-5p_28:48_2:-1_mut:null_add:null hsa-miR-5189-5p True True False False False hsa-miR-5189-5p 1
hsa-mir-3659_hsa-miR-3659_63:78_4:-1_mut:null_add:T hsa-miR-3659 True True False True False hsa-miR-3659 1
hsa-mir-4771-1_hsa-miR-4771_44:65_-1:0_mut:18G_add:null hsa-miR-4771 True False True False False hsa-miR-4771 2
hsa-mir-1289-1_hsa-miR-1289_88:108_2:0_mut:null_add:null hsa-miR-1289 True False False False False hsa-miR-1289 2
hsa-mir-130a_hsa-miR-130a-5p_21:41_0:-1_mut:null_add:null hsa-miR-130a-5p False True False False False hsa-miR-130a-5p 1
hsa-mir-554_hsa-miR-554_17:35_1:-1_mut:null_add:null hsa-miR-554 True True False False False hsa-miR-554 1
hsa-mir-3688-2_hsa-miR-3688-5p_10:31_-2:-1_mut:null_add:ATT hsa-miR-3688-5p True True False True False hsa-miR-3688-3p 4
hsa-mir-8085_hsa-miR-8085_11:30_0:-1_mut:null_add:null hsa-miR-8085 False True False False False hsa-miR-8085 1
hsa-mir-3689a_hsa-miR-3689a-5p_11:30_1:-1_mut:4C_add:null hsa-miR-3689a-5p True True True False False hsa-miR-3689e 3
hsa-mir-5702_hsa-miR-5702_57:73_4:-1_mut:null_add:TTT hsa-miR-5702 True True False True False hsa-miR-5702 1
hsa-mir-6770-1_hsa-miR-6770-5p_6:29_0:0_mut:8C_add:null hsa-miR-6770-5p False False True False False hsa-miR-6770-5p 3
hsa-mir-4526_hsa-miR-4526_52:74_-2:-1_mut:null_add:null hsa-miR-4526 True True False False False hsa-miR-4526 1
hsa-mir-3668_hsa-miR-3668_12:29_3:0_mut:null_add:null hsa-miR-3668 True False False False False hsa-miR-3668 1
hsa-mir-3922_hsa-miR-3922-5p_13:34_0:-1_mut:null_add:null hsa-miR-3922-5p False True False False False hsa-miR-3922-5p 1
hsa-mir-1179_hsa-miR-1179_19:35_4:0_mut:null_add:TA hsa-miR-1179 True False False True False hsa-miR-1179 1
hsa-mir-20b_hsa-miR-20b-5p_4:27_-2:-1_mut:null_add:TTA hsa-miR-20b-5p True True False True False hsa-miR-20b-5p 1
hsa-mir-1321_hsa-miR-1321_53:68_0:-2_mut:null_add:null hsa-miR-1321 False True False False False hsa-miR-1321 1
hsa-mir-4327_hsa-miR-4327_10:29_-1:0_mut:null_add:null hsa-miR-4327 True False False False False hsa-miR-4327 1
hsa-mir-4516_hsa-miR-4516_1:16_-1:-2_mut:null_add:null hsa-miR-4516 True True False False False hsa-miR-4516 1
hsa-mir-1193_hsa-miR-1193_12:32_2:0_mut:null_add:null hsa-miR-1193 True False False False False hsa-miR-1193 1
hsa-mir-671_hsa-miR-671-5p_31:51_2:0_mut:null_add:ATA hsa-miR-671-5p True False False True False hsa-miR-671-5p 1
hsa-mir-1208_hsa-miR-1208_12:29_0:-2_mut:null_add:null hsa-miR-1208 False True False False False hsa-miR-1208 1
hsa-mir-6782_hsa-miR-6782-5p_6:29_0:-1_mut:null_add:null hsa-miR-6782-5p False True False False False hsa-miR-6782-5p 1
hsa-mir-1244-3_hsa-miR-1244_56:79_1:-1_mut:8C_add:TAA hsa-miR-1244 True True True True False hsa-miR-1244 3
hsa-mir-6787_hsa-miR-6787-5p_9:26_3:-1_mut:null_add:null hsa-miR-6787-5p True True False False False hsa-miR-6787-5p 1
hsa-mir-507_hsa-miR-507_58:75_2:-1_mut:null_add:null hsa-miR-507 True True False False False hsa-miR-507 1
hsa-mir-300_hsa-miR-300_55:71_3:-2_mut:null_add:null hsa-miR-300 True True False False False hsa-miR-300 1
hsa-mir-551b_hsa-miR-551b-5p_20:42_-2:-1_mut:null_add:null hsa-miR-551b-5p True True False False False hsa-miR-551b-5p 1
hsa-mir-4728_hsa-miR-4728-5p_2:23_0:-1_mut:null_add:TTT hsa-miR-4728-5p False True False True False hsa-miR-4728-5p 1
hsa-mir-1256_hsa-miR-1256_37:55_2:-1_mut:null_add:T hsa-miR-1256 True True False True False hsa-miR-1256 1
hsa-mir-4633_hsa-miR-4633-5p_17:33_2:-1_mut:null_add:AA hsa-miR-4633-5p True True False True False hsa-miR-4633-3p 2
hsa-mir-489_hsa-miR-489-5p_14:35_0:0_mut:null_add:null hsa-miR-489-5p False False False False False hsa-miR-489-5p 1
hsa-mir-23a_hsa-miR-23a-5p_9:29_0:-1_mut:null_add:null hsa-miR-23a-5p False True False False False hsa-miR-23a-5p 1
hsa-mir-4325_hsa-miR-4325_11:27_0:-1_mut:null_add:null hsa-miR-4325 False True False False False hsa-miR-4325 1
hsa-mir-3617_hsa-miR-3617-5p_8:29_-2:-2_mut:null_add:null hsa-miR-3617-5p True True False False False hsa-miR-3617-5p 1
hsa-mir-6124_hsa-miR-6124_12:27_2:-2_mut:null_add:null hsa-miR-6124 True True False False False hsa-miR-6124 1
hsa-mir-6718_hsa-miR-6718-5p_11:31_0:0_mut:null_add:null hsa-miR-6718-5p False False False False False hsa-miR-6718-5p 1
hsa-mir-6826_hsa-miR-6826-5p_4:28_-2:0_mut:null_add:TA hsa-miR-6826-5p True False False True False hsa-miR-6826-5p 1
hsa-mir-3944_hsa-miR-3944-5p_24:43_1:0_mut:null_add:TAT hsa-miR-3944-5p True False False True False hsa-miR-3944-5p 1
hsa-mir-7155_hsa-miR-7155-5p_2:19_1:0_mut:null_add:TT hsa-miR-7155-5p True False False True False hsa-miR-7155-5p 1
hsa-mir-135a-1_hsa-miR-135a-5p_19:39_2:0_mut:null_add:null hsa-miR-135a-5p True False False False False hsa-miR-135a-5p 2
hsa-mir-764_hsa-miR-764_13:31_2:-1_mut:null_add:TAT hsa-miR-764 True True False True False hsa-miR-764 1
hsa-mir-5689_hsa-miR-5689_8:28_-1:-2_mut:null_add:null hsa-miR-5689 True True False False False hsa-miR-5689 1
hsa-mir-3678_hsa-miR-3678-5p_11:27_2:-1_mut:null_add:null hsa-miR-3678-5p True True False False False hsa-miR-3678-5p 1
hsa-mir-3151_hsa-miR-3151-5p_9:29_-1:-1_mut:null_add:null hsa-miR-3151-5p True True False False False hsa-miR-3151-5p 1
hsa-mir-6514_hsa-miR-6514-5p_3:22_2:-1_mut:null_add:null hsa-miR-6514-5p True True False False False hsa-miR-6514-5p 1
hsa-mir-151a_hsa-miR-151a-5p_10:30_-1:-1_mut:null_add:TT hsa-miR-151a-5p True True False True False hsa-miR-151a-5p 1
hsa-mir-19b-2_hsa-miR-19b-2-5p_22:39_3:-1_mut:null_add:null hsa-miR-19b-2-5p True True False False False hsa-miR-19b-2-5p 1
hsa-mir-125a_hsa-miR-125a-5p_16:37_1:-1_mut:null_add:null hsa-miR-125a-5p True True False False False hsa-miR-125a-5p 1
hsa-mir-6856_hsa-miR-6856-5p_10:28_4:-1_mut:null_add:null hsa-miR-6856-5p True True False False False hsa-miR-6856-5p 1
hsa-mir-4447_hsa-miR-4447_61:78_-2:-1_mut:null_add:null hsa-miR-4447 True True False False False hsa-miR-4447 1
hsa-mir-628_hsa-miR-628-5p_21:42_-2:-2_mut:null_add:TA hsa-miR-628-5p True True False True False hsa-miR-628-5p 1
hsa-mir-3937_hsa-miR-3937_62:82_1:-1_mut:null_add:null hsa-miR-3937 True True False False False hsa-miR-3937 1
hsa-mir-5011_hsa-miR-5011-5p_22:42_-2:-2_mut:null_add:TA hsa-miR-5011-5p True True False True False hsa-miR-5011-3p 2
hsa-mir-137_hsa-miR-137_59:80_0:-1_mut:4G_add:null hsa-miR-137 False True True False False hsa-miR-137 1
hsa-mir-4499_hsa-miR-4499_2:16_1:-1_mut:null_add:null hsa-miR-4499 True True False False False hsa-miR-4499 1
hsa-mir-6733_hsa-miR-6733-5p_6:26_0:-1_mut:null_add:null hsa-miR-6733-5p False True False False False hsa-miR-6733-5p 1
hsa-mir-892a_hsa-miR-892a_47:64_2:-1_mut:null_add:null hsa-miR-892a True True False False False hsa-miR-892a 1
hsa-mir-4318_hsa-miR-4318_53:69_-2:-2_mut:15T_add:null hsa-miR-4318 True True True False False hsa-miR-106b-3p 1
hsa-mir-6810_hsa-miR-6810-5p_8:26_2:-2_mut:null_add:null hsa-miR-6810-5p True True False False False hsa-miR-6810-5p 1
hsa-mir-4483_hsa-miR-4483_38:54_-1:-1_mut:null_add:AAA hsa-miR-4483 True True False True False hsa-miR-4483 1
hsa-mir-495_hsa-miR-495-5p_18:35_4:0_mut:null_add:null hsa-miR-495-5p True False False False False hsa-miR-495-5p 1
hsa-mir-8088_hsa-miR-8088_9:30_-2:-1_mut:null_add:null hsa-miR-8088 True True False False False hsa-miR-8088 1
hsa-mir-3139_hsa-miR-3139_14:31_4:-1_mut:null_add:AT hsa-miR-3139 True True False True False hsa-miR-3139 1
hsa-mir-6500_hsa-miR-6500-5p_12:36_-2:-1_mut:null_add:null hsa-miR-6500-5p True True False False False hsa-miR-6500-5p 1
hsa-mir-3158-1_hsa-miR-3158-5p_14:32_1:-1_mut:null_add:null hsa-miR-3158-5p True True False False False hsa-miR-3158-3p 4
hsa-mir-6854_hsa-miR-6854-5p_4:28_-2:-1_mut:null_add:null hsa-miR-6854-5p True True False False False hsa-miR-6854-5p 1
hsa-mir-516a-2_hsa-miR-516a-5p_19:37_3:-1_mut:null_add:T hsa-miR-516a-5p True True False True False hsa-miR-516a-5p 2
hsa-mir-3976_hsa-miR-3976_7:30_-1:-1_mut:null_add:AA hsa-miR-3976 True True False True False hsa-miR-3976 1
hsa-mir-617_hsa-miR-617_14:35_-2:-2_mut:null_add:ATA hsa-miR-617 True True False True False hsa-miR-617 1
hsa-mir-4253_hsa-miR-4253_42:57_1:-1_mut:null_add:TTT hsa-miR-4253 True True False True False hsa-miR-4253 1
hsa-mir-137_hsa-miR-137_60:80_1:-1_mut:3G_add:null hsa-miR-137 True True True False False hsa-miR-137 1
hsa-mir-6872_hsa-miR-6872-5p_4:24_-2:-1_mut:null_add:ATT hsa-miR-6872-5p True True False True False hsa-miR-6872-5p 1
hsa-mir-6781_hsa-miR-6781-5p_4:25_-2:-1_mut:null_add:null hsa-miR-6781-5p True True False False False hsa-miR-6781-5p 1
hsa-mir-3189_hsa-miR-3189-5p_12:33_3:0_mut:null_add:null hsa-miR-3189-5p True False False False False hsa-miR-3189-5p 1
hsa-mir-6860_hsa-miR-6860_42:61_1:-1_mut:null_add:A hsa-miR-6860 True True False True False hsa-miR-6860 1
hsa-mir-5590_hsa-miR-5590-5p_2:20_1:-1_mut:null_add:TT hsa-miR-5590-5p True True False True False hsa-miR-5590-5p 1
hsa-mir-5583-1_hsa-miR-5583-5p_2:21_1:-1_mut:null_add:ATT hsa-miR-5583-5p True True False True False hsa-miR-5583-3p 4
hsa-mir-5681b_hsa-miR-5681b_5:25_0:-1_mut:null_add:null hsa-miR-5681b False True False False False hsa-miR-5681b 2
hsa-mir-3943_hsa-miR-3943_23:44_0:-1_mut:null_add:AAA hsa-miR-3943 False True False True False hsa-miR-3943 1
